,index,callingcellid,date_key,call_date,caller,year_month,time,day_of_week,is_weekend,hour,time_of_day,is_home_time,latitude,longitude,provName
133,17709,4.1220301113e+14,20161231,12/31/2016 5:24:28 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-31 17:24:28,5,False,17,17.4,True,34.4407,70.398,Nangarhar
134,17749,4.1220301113e+14,20161231,12/31/2016 5:26:06 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-31 17:26:06,5,False,17,17.4333333333,True,34.4407,70.398,Nangarhar
135,17826,4.1220301113e+14,20161201,12/1/2016 11:27:49 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-01 11:27:49,3,False,11,11.45,False,34.4202,70.4383,Nangarhar
136,17949,4.1220301113e+14,20161224,12/24/2016 5:47:41 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-24 17:47:41,5,False,17,17.7833333333,True,34.4407,70.398,Nangarhar
137,18065,4.1220301113e+14,20161224,12/24/2016 4:39:51 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-24 16:39:51,5,False,16,16.65,True,34.4326,70.4584,Nangarhar
138,18102,4.1220301113e+14,20161218,12/18/2016 10:47:24 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-18 10:47:24,6,False,10,10.7833333333,False,34.4251,70.4497,Nangarhar
139,18503,4.1220301113e+14,20161214,12/14/2016 7:43:48 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-14 19:43:48,2,False,19,19.7166666667,True,34.4407,70.398,Nangarhar
140,18749,4.1220101091e+14,20161223,12/23/2016 11:33:24 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-23 11:33:24,4,True,11,11.55,True,34.531,69.1585,Kabul
141,18869,4.1220301113e+14,20161226,12/26/2016 8:03:57 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-26 20:03:57,0,False,20,20.05,True,34.4407,70.398,Nangarhar
142,19080,4.1220301113e+14,20161216,12/16/2016 7:41:19 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-16 19:41:19,4,True,19,19.6833333333,True,34.4407,70.398,Nangarhar
143,19239,4.12203011463e+14,20161231,12/31/2016 6:24:03 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-31 18:24:03,5,False,18,18.4,True,34.5011,70.3906,Nangarhar
144,19353,4.12201610512e+14,20161223,12/23/2016 7:42:25 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-23 07:42:25,4,True,7,7.7,True,34.5336,69.0856,Kabul
145,19465,4.1220301113e+14,20161216,12/16/2016 10:16:23 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-16 10:16:23,4,True,10,10.2666666667,True,34.4407,70.398,Nangarhar
146,19602,4.1220301113e+14,20161226,12/26/2016 10:51:02 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-26 10:51:02,0,False,10,10.85,False,34.4202,70.4383,Nangarhar
147,19693,4.12203011131e+14,20161227,12/27/2016 11:59:22 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-27 11:59:22,1,False,11,11.9833333333,False,34.4265,70.4613,Nangarhar
148,19798,4.1220301113e+14,20161231,12/31/2016 6:23:24 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-31 18:23:24,5,False,18,18.3833333333,True,34.4407,70.398,Nangarhar
149,20139,4.1220301113e+14,20161226,12/26/2016 8:01:57 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-26 20:01:57,0,False,20,20.0166666667,True,34.4407,70.398,Nangarhar
150,20143,4.1220301113e+14,20161226,12/26/2016 8:11:16 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-26 20:11:16,0,False,20,20.1833333333,True,34.4407,70.398,Nangarhar
151,20301,4.12203011463e+14,20161220,12/20/2016 6:43:37 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-20 06:43:37,1,False,6,6.71666666667,True,34.5011,70.3906,Nangarhar
152,20340,4.1220301113e+14,20161217,12/17/2016 5:40:22 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-17 17:40:22,5,False,17,17.6666666667,True,34.4407,70.398,Nangarhar
153,20361,4.12203011131e+14,20161230,12/30/2016 6:47:16 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-30 06:47:16,4,True,6,6.78333333333,True,34.4321,70.4682,Nangarhar
154,20379,4.12201610512e+14,20161222,12/22/2016 6:30:45 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-22 18:30:45,3,False,18,18.5,True,34.5336,69.0856,Kabul
155,20460,4.12203011463e+14,20161209,12/9/2016 7:54:15 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-09 07:54:15,4,True,7,7.9,True,34.5011,70.3906,Nangarhar
156,20605,4.1220301113e+14,20161221,12/21/2016 8:08:00 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-21 08:08:00,2,False,8,8.13333333333,False,34.4407,70.398,Nangarhar
157,20863,4.1220301113e+14,20161218,12/18/2016 6:41:53 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-18 18:41:53,6,False,18,18.6833333333,True,34.4407,70.398,Nangarhar
158,20943,4.1220301113e+14,20161206,12/6/2016 12:33:50 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-06 12:33:50,1,False,12,12.55,False,34.4202,70.4383,Nangarhar
159,21050,4.1220301113e+14,20161229,12/29/2016 9:13:35 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-29 09:13:35,3,False,9,9.21666666667,False,34.4245,70.4245,Nangarhar
160,21051,4.12203011131e+14,20161229,12/29/2016 12:26:52 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-29 12:26:52,3,False,12,12.4333333333,False,34.4265,70.4613,Nangarhar
161,21230,4.1220301113e+14,20161224,12/24/2016 4:38:47 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-24 16:38:47,5,False,16,16.6333333333,True,34.4326,70.4584,Nangarhar
162,21273,4.12203011131e+14,20161224,12/24/2016 4:47:59 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-24 16:47:59,5,False,16,16.7833333333,True,34.4265,70.4613,Nangarhar
163,21616,4.1220301113e+14,20161219,12/19/2016 3:50:09 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-19 15:50:09,0,False,15,15.8333333333,False,34.4407,70.398,Nangarhar
164,22115,4.1220301113e+14,20161213,12/13/2016 7:18:33 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-13 19:18:33,1,False,19,19.3,True,34.4407,70.398,Nangarhar
165,22544,4.12203011131e+14,20161220,12/20/2016 12:24:09 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-20 12:24:09,1,False,12,12.4,False,34.4265,70.4613,Nangarhar
166,23105,4.1220301113e+14,20161220,12/20/2016 8:27:47 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-20 20:27:47,1,False,20,20.45,True,34.4407,70.398,Nangarhar
167,23111,4.1220301113e+14,20161222,12/22/2016 10:37:54 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-22 10:37:54,3,False,10,10.6166666667,False,34.4245,70.4245,Nangarhar
168,23120,4.12201610512e+14,20161222,12/22/2016 3:57:45 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-22 15:57:45,3,False,15,15.95,False,34.5336,69.0856,Kabul
169,23142,4.1220301113e+14,20161208,12/8/2016 6:20:09 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-08 18:20:09,3,False,18,18.3333333333,True,34.4407,70.398,Nangarhar
170,23177,4.12203011131e+14,20161230,12/30/2016 8:36:47 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-30 08:36:47,4,True,8,8.6,True,34.4321,70.4682,Nangarhar
171,23222,4.1220301113e+14,20161219,12/19/2016 2:42:05 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-19 14:42:05,0,False,14,14.7,False,34.4407,70.398,Nangarhar
172,23231,4.1220301113e+14,20161225,12/25/2016 8:18:19 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-25 08:18:19,6,False,8,8.3,False,34.4407,70.398,Nangarhar
173,23278,4.1220301113e+14,20161213,12/13/2016 11:53:16 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-13 11:53:16,1,False,11,11.8833333333,False,34.4347,70.4758,Nangarhar
174,23843,4.1220301113e+14,20161226,12/26/2016 8:17:49 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-26 20:17:49,0,False,20,20.2833333333,True,34.4407,70.398,Nangarhar
175,24247,4.1220301113e+14,20161226,12/26/2016 8:07:06 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-26 20:07:06,0,False,20,20.1166666667,True,34.4407,70.398,Nangarhar
176,24350,4.1220101091e+14,20161223,12/23/2016 10:11:26 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-23 10:11:26,4,True,10,10.1833333333,True,34.5325,69.1508,Kabul
177,24383,4.1220301113e+14,20161216,12/16/2016 6:44:07 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-16 18:44:07,4,True,18,18.7333333333,True,34.4407,70.398,Nangarhar
178,24662,4.12203011131e+14,20161224,12/24/2016 5:02:02 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-24 17:02:02,5,False,17,17.0333333333,True,34.4265,70.4613,Nangarhar
179,24668,4.1220301113e+14,20161228,12/28/2016 7:22:45 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-28 07:22:45,2,False,7,7.36666666667,True,34.4407,70.398,Nangarhar
181,24746,4.12203011463e+14,20161230,12/30/2016 4:38:53 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-30 16:38:53,4,True,16,16.6333333333,True,34.5011,70.3906,Nangarhar
182,25020,4.1220301113e+14,20161231,12/31/2016 5:10:57 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-31 17:10:57,5,False,17,17.1666666667,True,34.4407,70.398,Nangarhar
183,25172,4.1220301113e+14,20161227,12/27/2016 10:29:24 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-27 10:29:24,1,False,10,10.4833333333,False,34.4202,70.4383,Nangarhar
184,25321,4.12203011131e+14,20161230,12/30/2016 6:28:30 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-30 06:28:30,4,True,6,6.46666666667,True,34.4321,70.4682,Nangarhar
185,25537,4.1220301113e+14,20161222,12/22/2016 10:17:41 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-22 10:17:41,3,False,10,10.2833333333,False,34.4245,70.4245,Nangarhar
186,25605,4.12203011131e+14,20161227,12/27/2016 11:13:51 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-27 11:13:51,1,False,11,11.2166666667,False,34.4265,70.4613,Nangarhar
187,25731,4.1220301113e+14,20161229,12/29/2016 9:09:09 AM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-29 09:09:09,3,False,9,9.15,False,34.4245,70.4245,Nangarhar
188,25760,4.12203011463e+14,20161226,12/26/2016 5:43:34 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-26 17:43:34,0,False,17,17.7166666667,True,34.5011,70.3906,Nangarhar
189,25769,4.1220301113e+14,20161224,12/24/2016 6:58:35 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-24 18:58:35,5,False,18,18.9666666667,True,34.4407,70.398,Nangarhar
190,25794,4.12203011463e+14,20161226,12/26/2016 5:39:15 PM,+2P93uqI8OeRkAO1cjPnxw==,201612,2016-12-26 17:39:15,0,False,17,17.65,True,34.5011,70.3906,Nangarhar
191,59095,4.1220301113e+14,20170113,1/13/2017 8:25:04 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 20:25:04,4,True,20,20.4166666667,True,34.438,70.4435,Nangarhar
194,59459,4.1220301113e+14,20170102,1/2/2017 7:53:19 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-02 19:53:19,0,False,19,19.8833333333,True,34.4407,70.398,Nangarhar
195,59702,4.1220301113e+14,20170101,1/1/2017 6:30:27 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-01 18:30:27,6,False,18,18.5,True,34.4407,70.398,Nangarhar
196,59778,4.12203011463e+14,20170103,1/3/2017 6:38:32 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-03 06:38:32,1,False,6,6.63333333333,True,34.5011,70.3906,Nangarhar
198,60145,4.1220301113e+14,20170104,1/4/2017 6:01:21 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-04 18:01:21,2,False,18,18.0166666667,True,34.4407,70.398,Nangarhar
199,60398,4.12203011463e+14,20170102,1/2/2017 8:20:29 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-02 08:20:29,0,False,8,8.33333333333,False,34.5011,70.3906,Nangarhar
200,60599,4.1220301113e+14,20170112,1/12/2017 1:39:35 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-12 13:39:35,3,False,13,13.65,False,34.4341,70.4336,Nangarhar
201,60638,4.12203011463e+14,20170106,1/6/2017 7:58:26 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-06 19:58:26,4,True,19,19.9666666667,True,34.5011,70.3906,Nangarhar
202,60937,4.12203011463e+14,20170110,1/10/2017 6:48:24 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-10 18:48:24,1,False,18,18.8,True,34.5011,70.3906,Nangarhar
204,61002,4.12203011463e+14,20170113,1/13/2017 8:54:02 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 08:54:02,4,True,8,8.9,True,34.5011,70.3906,Nangarhar
205,61009,4.1220301113e+14,20170113,1/13/2017 8:19:25 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 08:19:25,4,True,8,8.31666666667,True,34.4245,70.4245,Nangarhar
207,61131,4.1220301113e+14,20170108,1/8/2017 6:25:30 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-08 18:25:30,6,False,18,18.4166666667,True,34.4407,70.398,Nangarhar
208,61370,4.1220301113e+14,20170109,1/9/2017 6:58:20 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-09 18:58:20,0,False,18,18.9666666667,True,34.3962,70.4875,Nangarhar
209,61458,4.12203011463e+14,20170102,1/2/2017 8:50:07 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-02 08:50:07,0,False,8,8.83333333333,False,34.5011,70.3906,Nangarhar
210,61627,4.12203011131e+14,20170102,1/2/2017 11:52:46 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-02 11:52:46,0,False,11,11.8666666667,False,34.416778,70.470556,Nangarhar
211,62275,4.1220301113e+14,20170114,1/14/2017 8:06:04 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 08:06:04,5,False,8,8.1,False,34.4407,70.398,Nangarhar
213,62317,4.12203011131e+14,20170114,1/14/2017 2:19:55 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 14:19:55,5,False,14,14.3166666667,False,34.4309,70.4518,Nangarhar
214,62502,4.12203011463e+14,20170106,1/6/2017 3:51:36 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-06 15:51:36,4,True,15,15.85,True,34.5011,70.3906,Nangarhar
215,62676,4.1220301113e+14,20170103,1/3/2017 8:01:43 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-03 20:01:43,1,False,20,20.0166666667,True,34.4407,70.398,Nangarhar
217,62861,4.12203011463e+14,20170105,1/5/2017 8:44:37 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-05 08:44:37,3,False,8,8.73333333333,False,34.5011,70.3906,Nangarhar
218,63033,4.1220301113e+14,20170112,1/12/2017 1:55:24 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-12 13:55:24,3,False,13,13.9166666667,False,34.4341,70.4336,Nangarhar
219,63095,4.1220301113e+14,20170110,1/10/2017 9:19:37 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-10 09:19:37,1,False,9,9.31666666667,False,34.4407,70.398,Nangarhar
220,63263,4.12203011463e+14,20170113,1/13/2017 9:48:07 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 09:48:07,4,True,9,9.8,True,34.5011,70.3906,Nangarhar
221,63282,4.1220301113e+14,20170111,1/11/2017 8:43:37 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 08:43:37,2,False,8,8.71666666667,False,34.4407,70.398,Nangarhar
222,63353,4.1220301113e+14,20170111,1/11/2017 7:00:16 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 19:00:16,2,False,19,19.0,True,34.4407,70.398,Nangarhar
223,63413,4.1220301113e+14,20170106,1/6/2017 3:21:05 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-06 15:21:05,4,True,15,15.35,True,34.4407,70.398,Nangarhar
224,63482,4.12203011463e+14,20170106,1/6/2017 2:33:29 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-06 14:33:29,4,True,14,14.55,True,34.5011,70.3906,Nangarhar
225,63591,4.1220301113e+14,20170106,1/6/2017 8:34:28 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-06 08:34:28,4,True,8,8.56666666667,True,34.4407,70.398,Nangarhar
226,63624,4.1220301113e+14,20170107,1/7/2017 5:05:35 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-07 17:05:35,5,False,17,17.0833333333,True,34.4245,70.4245,Nangarhar
227,63660,4.12203011463e+14,20170115,1/15/2017 4:30:56 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-15 16:30:56,6,False,16,16.5,True,34.5011,70.3906,Nangarhar
230,64180,4.1220301113e+14,20170113,1/13/2017 8:34:39 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 08:34:39,4,True,8,8.56666666667,True,34.4407,70.398,Nangarhar
232,64478,4.1220301113e+14,20170111,1/11/2017 6:30:28 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 18:30:28,2,False,18,18.5,True,34.4407,70.398,Nangarhar
234,64944,4.1220301113e+14,20170113,1/13/2017 5:52:31 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 17:52:31,4,True,17,17.8666666667,True,34.4407,70.398,Nangarhar
236,65193,4.1220301113e+14,20170107,1/7/2017 6:06:54 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-07 18:06:54,5,False,18,18.1,True,34.4407,70.398,Nangarhar
237,65668,4.1220301113e+14,20170101,1/1/2017 7:02:23 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-01 19:02:23,6,False,19,19.0333333333,True,34.4407,70.398,Nangarhar
239,66155,4.1220301113e+14,20170109,1/9/2017 7:29:22 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-09 07:29:22,0,False,7,7.48333333333,True,34.4407,70.398,Nangarhar
240,66306,4.1220301113e+14,20170111,1/11/2017 6:04:21 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 18:04:21,2,False,18,18.0666666667,True,34.4407,70.398,Nangarhar
241,66320,4.1220301113e+14,20170111,1/11/2017 6:05:09 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 18:05:09,2,False,18,18.0833333333,True,34.4407,70.398,Nangarhar
242,66414,4.1220301113e+14,20170122,1/22/2017 8:54:11 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-22 20:54:11,6,False,20,20.9,True,34.4407,70.398,Nangarhar
243,66627,4.12203011131e+14,20170102,1/2/2017 2:44:40 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-02 14:44:40,0,False,14,14.7333333333,False,34.4309,70.4518,Nangarhar
244,66759,4.12203011131e+14,20170102,1/2/2017 11:44:26 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-02 11:44:26,0,False,11,11.7333333333,False,34.416778,70.470556,Nangarhar
245,66829,4.1220301113e+14,20170117,1/17/2017 9:14:48 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-17 09:14:48,1,False,9,9.23333333333,False,34.4407,70.398,Nangarhar
246,66857,4.1220301113e+14,20170113,1/13/2017 7:32:28 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 19:32:28,4,True,19,19.5333333333,True,34.4064,70.4601,Nangarhar
248,67278,4.1220301113e+14,20170107,1/7/2017 7:09:37 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-07 07:09:37,5,False,7,7.15,True,34.4407,70.398,Nangarhar
249,67297,4.1220301113e+14,20170112,1/12/2017 8:29:29 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-12 20:29:29,3,False,20,20.4833333333,True,34.4407,70.398,Nangarhar
252,68391,4.12203011463e+14,20170107,1/7/2017 9:01:30 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-07 09:01:30,5,False,9,9.01666666667,False,34.5011,70.3906,Nangarhar
254,68800,4.12203011131e+14,20170112,1/12/2017 2:09:12 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-12 14:09:12,3,False,14,14.15,False,34.4301,70.4428,Nangarhar
255,68844,4.1220301113e+14,20170112,1/12/2017 1:53:27 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-12 13:53:27,3,False,13,13.8833333333,False,34.4341,70.4336,Nangarhar
256,68995,4.1220301113e+14,20170111,1/11/2017 8:48:33 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 08:48:33,2,False,8,8.8,False,34.4407,70.398,Nangarhar
257,68998,4.1220301113e+14,20170114,1/14/2017 6:48:03 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 18:48:03,5,False,18,18.8,True,34.4202,70.4383,Nangarhar
259,69135,4.1220301113e+14,20170115,1/15/2017 4:23:30 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-15 16:23:30,6,False,16,16.3833333333,True,34.4407,70.398,Nangarhar
261,69770,4.1220301113e+14,20170108,1/8/2017 12:45:25 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-08 12:45:25,6,False,12,12.75,False,34.4326,70.4584,Nangarhar
262,69860,4.1220301113e+14,20170114,1/14/2017 6:19:54 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 18:19:54,5,False,18,18.3166666667,True,34.4407,70.398,Nangarhar
263,69891,4.12203011131e+14,20170114,1/14/2017 2:21:21 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 14:21:21,5,False,14,14.35,False,34.4309,70.4518,Nangarhar
264,70609,4.1220301113e+14,20170115,1/15/2017 5:19:41 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-15 17:19:41,6,False,17,17.3166666667,True,34.4407,70.398,Nangarhar
267,70720,4.1220301113e+14,20170109,1/9/2017 3:42:50 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-09 15:42:50,0,False,15,15.7,False,34.4407,70.398,Nangarhar
269,70867,4.1220301113e+14,20170118,1/18/2017 1:01:02 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-18 13:01:02,2,False,13,13.0166666667,False,34.4407,70.398,Nangarhar
270,70908,4.12203011463e+14,20170114,1/14/2017 8:13:31 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 08:13:31,5,False,8,8.21666666667,False,34.5011,70.3906,Nangarhar
272,71148,4.1220301113e+14,20170119,1/19/2017 4:14:43 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-19 16:14:43,3,False,16,16.2333333333,True,34.4407,70.398,Nangarhar
274,71170,4.1220301113e+14,20170118,1/18/2017 6:27:16 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-18 18:27:16,2,False,18,18.45,True,34.4407,70.398,Nangarhar
275,71192,4.1220301113e+14,20170118,1/18/2017 8:04:01 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-18 20:04:01,2,False,20,20.0666666667,True,34.4407,70.398,Nangarhar
276,71203,4.1220301113e+14,20170118,1/18/2017 6:18:40 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-18 18:18:40,2,False,18,18.3,True,34.4407,70.398,Nangarhar
277,71349,4.1220301113e+14,20170108,1/8/2017 5:29:27 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-08 17:29:27,6,False,17,17.4833333333,True,34.4407,70.398,Nangarhar
278,71401,4.1220301113e+14,20170108,1/8/2017 6:28:16 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-08 18:28:16,6,False,18,18.4666666667,True,34.4407,70.398,Nangarhar
279,71541,4.1220301113e+14,20170111,1/11/2017 7:44:35 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 07:44:35,2,False,7,7.73333333333,True,34.4407,70.398,Nangarhar
281,71590,4.12203011463e+14,20170111,1/11/2017 8:37:41 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 08:37:41,2,False,8,8.61666666667,False,34.5011,70.3906,Nangarhar
283,71761,4.1220301113e+14,20170113,1/13/2017 8:55:01 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 20:55:01,4,True,20,20.9166666667,True,34.4064,70.4601,Nangarhar
284,71765,4.12203011463e+14,20170114,1/14/2017 6:02:09 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 18:02:09,5,False,18,18.0333333333,True,34.5011,70.3906,Nangarhar
285,72105,4.1220301113e+14,20170105,1/5/2017 6:28:05 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-05 18:28:05,3,False,18,18.4666666667,True,34.4407,70.398,Nangarhar
286,73000,4.12203011463e+14,20170116,1/16/2017 6:58:10 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-16 06:58:10,0,False,6,6.96666666667,True,34.5011,70.3906,Nangarhar
288,73098,4.12203011131e+14,20170109,1/9/2017 5:36:56 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-09 17:36:56,0,False,17,17.6,True,34.4265,70.4613,Nangarhar
289,73747,4.12203011463e+14,20170113,1/13/2017 7:05:42 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 19:05:42,4,True,19,19.0833333333,True,34.5011,70.3906,Nangarhar
291,74220,4.1220301113e+14,20170110,1/10/2017 8:53:57 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-10 08:53:57,1,False,8,8.88333333333,False,34.4407,70.398,Nangarhar
292,74312,4.1220301113e+14,20170115,1/15/2017 5:39:21 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-15 17:39:21,6,False,17,17.65,True,34.4202,70.4383,Nangarhar
293,74610,4.12203011131e+14,20170114,1/14/2017 1:22:25 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 13:22:25,5,False,13,13.3666666667,False,34.416778,70.470556,Nangarhar
295,75343,4.12203011131e+14,20170109,1/9/2017 4:54:58 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-09 16:54:58,0,False,16,16.9,True,34.4265,70.4613,Nangarhar
